Instituicao;cod_ibge;UF;Populacao;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Catiguï¿½ - SP;3511201;SP;7905;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39502050,36
Prefeitura Municipal de Nova Castilho - SP;3532868;SP;1290;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;28908916,74
Prefeitura Municipal de Turiï¿½ba - SP;3555208;SP;2024;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31923748,38
Prefeitura Municipal de Santo Anastï¿½cio - SP;3547700;SP;20855;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;86033070,33
Prefeitura Municipal de Jaï¿½ - SP;3525300;SP;153463;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;624674947,45
Prefeitura Municipal de Ocauï¿½u - SP;3533700;SP;4294;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37256114,78
Prefeitura Municipal de Ribeira - SP;3542800;SP;3320;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32714646,19
Prefeitura Municipal de Barï¿½o de Antonina - SP;3505005;SP;3525;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34552852,07
Prefeitura Municipal de Gï¿½lia - SP;3516606;SP;6419;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;42840056,8
Prefeitura Municipal de Cafelï¿½ndia - SP;3508801;SP;17917;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;107562396,02
Prefeitura Municipal de Batatais - SP;3505906;SP;63438;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;290644356,09
Prefeitura Municipal de Luï¿½s Antï¿½nio - SP;3527603;SP;15628;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;126178670,04
Prefeitura Municipal de Guarantï¿½ - SP;3518107;SP;6685;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;45554291,56
Prefeitura Municipal de Taquaral - SP;3553658;SP;2815;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;30735733,83
Prefeitura Municipal de Ouroeste - SP;3534757;SP;10712;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;119634216,47
Prefeitura Municipal de Guaimbï¿½ - SP;3517307;SP;5806;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;45048919,46
Prefeitura Municipal de Terra Roxa - SP;3554409;SP;9502;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;47613683,34
Prefeitura Municipal de Sï¿½o Josï¿½ da Bela Vista - SP;3549508;SP;8991;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;42077193,04
Prefeitura Municipal de Igarapava - SP;3520103;SP;30791;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;179784584,27
Prefeitura Municipal de Dobrada - SP;3514007;SP;9088;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39921959,38
Prefeitura Municipal de Salesï¿½polis - SP;3545001;SP;17363;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;87839510,8
Prefeitura Municipal de Buritama - SP;3508108;SP;17414;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;122228053,37
Prefeitura Municipal de Ribeirï¿½o dos ï¿½ndios - SP;3543238;SP;2222;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;27138054,84
Prefeitura Municipal de Estrela do Norte - SP;3515301;SP;2774;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31298528,06
Prefeitura Municipal de Monte Alto - SP;3531308;SP;51039;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;245794859,61
Prefeitura Municipal de Oscar Bressane - SP;3534500;SP;2603;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;14432190,43
Prefeitura Municipal de Brodowski - SP;3507803;SP;25605;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;155532101,21
Prefeitura Municipal de Santa Salete - SP;3547650;SP;1558;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;24998079,11
Prefeitura Municipal de Canas - SP;3509957;SP;5268;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36612147,6
Prefeitura Municipal de Cajuru - SP;3509403;SP;26613;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;118783518,18
Prefeitura Municipal de Itaï¿½ca - SP;3522158;SP;3332;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1361518,11
Prefeitura Municipal de Dourado - SP;3514304;SP;8883;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;60903634,5
Prefeitura Municipal de Franca - SP;3516200;SP;358539;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1186686999,48
Prefeitura Municipal de Presidente Epitï¿½cio - SP;3541307;SP;44572;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;177739260,44
Prefeitura Municipal de Restinga - SP;3542701;SP;7762;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;47477925,37
Prefeitura Municipal de Uru - SP;3555901;SP;1142;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;25639548,85
Prefeitura Municipal de Caconde - SP;3508702;SP;19031;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;88990955,81
Prefeitura Municipal de Aparecida - SP;3502507;SP;36211;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;192157021,86
Prefeitura Municipal de Sï¿½o Joï¿½o das Duas Pontes - SP;3549201;SP;2555;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;29913692,19
Prefeitura Municipal de Lourdes - SP;3527256;SP;2311;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;27744251,99
Prefeitura Municipal de Paranapuï¿½ - SP;3535903;SP;4112;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32574247,66
Prefeitura Municipal de Chavantes - SP;3557204;SP;12418;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;60422585,6
Prefeitura Municipal de Nazarï¿½ Paulista - SP;3532405;SP;18866;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;97298407,13
Prefeitura Municipal de Sï¿½o Roque - SP;3550605;SP;93076;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;430499124,72
Prefeitura Municipal de Paraibuna - SP;3535606;SP;18302;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;120493308,16
Prefeitura Municipal de Santa Maria da Serra - SP;3547007;SP;6298;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40180667,4
