"Municipio gestor";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
"354620 Santa Cruz da Conceicao";-;12;-;3588;-;2;200;39;25;3;-;-;89;-;-;2;87;167;-;-;-;-;-;-;-;5;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;5221
"354625 Santa Cruz da Esperanca";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;654;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;660
"354630 Santa Cruz das Palmeiras";7769;-;110;5467;-;384;128;-;-;-;5;-;482;-;-;1155;14693;1100;1;-;-;-;628;1;-;34;-;-;-;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;51;-;-;-;32107
"354640 Santa Cruz do Rio Pardo";3934;858;506;22864;-;2782;625;177;-;-;64;-;322;-;-;1765;37648;4589;165;-;-;-;757;-;-;97;-;3;7;-;-;2;-;-;-;-;-;60;-;8;-;-;-;-;-;-;-;50;-;-;949;78232
"354650 Santa Ernestina";-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;459;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;484
"354660 Santa Fe do Sul";6468;924;392;16736;32;1693;5;209;-;-;44;-;276;-;171;1851;32977;1393;18;-;-;-;1841;28;-;94;-;9;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;645;-;-;15658;81564
"354670 Santa Gertrudes";2079;63;285;4936;-;1224;75;-;-;-;41;-;30;-;-;824;19249;361;25;-;-;-;520;35;-;52;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;29880
"354680 Santa Isabel";522;485;1085;23464;261;1988;743;254;-;-;-;-;774;1;-;668;35970;2169;125;-;-;2;-;-;-;67;-;-;26;-;-;3;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68614
"354690 Santa Lucia";478;46;16;-;-;-;-;-;-;-;-;-;98;-;-;31;6963;4;-;-;-;-;48;-;-;183;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;7889
"354700 Santa Maria da Serra";58;-;134;-;-;329;71;-;-;-;-;-;-;-;-;119;4372;430;-;-;-;-;118;-;-;3;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;5708
"354710 Santa Mercedes";2975;-;183;-;-;-;-;-;-;-;-;-;7;-;-;343;3598;73;-;-;-;-;105;-;-;26;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;1503;8828
"354740 Santa Rita d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;865;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;865
"354750 Santa Rita do Passa Quatro";7595;67;1529;-;-;579;400;-;-;-;-;-;202;-;-;268;13505;595;1;-;-;-;950;-;-;45;-;1;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;-;-;-;-;25;-;-;-;25935
"354760 Santa Rosa de Viterbo";1751;31;463;6740;-;687;24;-;-;-;-;-;289;-;-;412;13915;-;-;-;-;-;90;-;-;91;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;24539
"354765 Santa Salete";-;19;-;1626;-;-;-;-;-;-;-;-;-;-;-;-;93;194;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1932
"354720 Santana da Ponte Pensa";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"354730 Santana de Parnaiba";11708;-;12237;117833;229;8762;4548;461;-;-;515;-;3647;-;-;9194;179938;2442;5;-;2588;-;6787;654;-;148;-;63;-;-;-;-;-;-;-;-;-;788;-;-;15;-;-;-;-;-;-;37;13;-;-;362612
"354770 Santo Anastacio";-;-;6;5822;-;659;276;-;-;-;7;-;155;-;-;-;4147;1670;53;-;-;-;108;29;-;44;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12982
"354780 Santo Andre";34645;47085;32801;322600;3140;9277;8030;3096;1063;72;210;-;14069;120;-;18212;394077;1094;686;10;2621;81;8366;310;-;1257;-;283;240;-;16;94;37;3;-;4;-;1026;63;117;27;-;-;-;-;-;-;279;39;-;-;905150
"354790 Santo Antonio da Alegria";2543;41;12;3657;-;186;75;-;-;-;-;-;54;-;-;348;3246;211;-;-;-;-;478;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;10870
"354800 Santo Antonio de Posse";5423;-;1688;17026;-;1280;196;-;-;-;-;-;451;-;-;1388;40939;1723;158;-;-;-;672;1260;-;500;-;24;-;-;-;-;-;-;-;-;-;52;-;1;-;-;-;-;-;-;-;-;-;-;4952;77733
"354805 Santo Antonio do Aracangua";435;-;51;-;-;20;136;-;-;-;-;-;3;-;-;513;10807;530;-;-;-;-;527;-;-;42;-;-;-;-;-;-;-;-;1;-;-;52;-;-;-;-;-;-;-;-;-;122;-;-;-;13239
"354810 Santo Antonio do Jardim";615;545;1192;443;-;153;68;-;-;-;-;-;77;-;-;168;4854;325;-;-;-;-;82;-;-;11;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;8582
"354820 Santo Antonio do Pinhal";56;7;83;1527;-;301;-;-;-;-;-;-;57;-;-;64;3399;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;13;-;-;-;5717
"354830 Santo Expedito";-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82;162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;363
"354840 Santopolis do Aguapei";3674;-;39;-;-;-;-;-;-;-;-;-;-;-;-;720;5469;21;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;20;-;-;2783;12837
"354850 Santos";65947;1163;16547;205282;2574;16143;7074;1527;409;71;858;6;12741;2010;-;12999;351382;6140;481;1317;1660;2228;6397;381;-;2474;-;91;269;2;42;17;23;-;-;-;-;574;4;323;17;-;-;-;-;-;-;272;27;-;1050;720522
"354860 Sao Bento do Sapucai";-;79;-;1472;-;304;65;-;-;-;-;-;64;-;-;-;4559;290;3;-;-;-;45;-;-;11;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;6914
"354870 Sao Bernardo do Campo";88288;1712;22128;392092;5118;27646;14448;4710;804;182;687;9;20900;111;255;37741;653524;5261;1431;977;4403;193;37391;444;-;1886;-;891;475;-;73;93;11;4;-;15;9;5768;-;911;12;-;-;-;-;-;-;1221;18;-;416;1332258
"354880 Sao Caetano do Sul";27821;661;8222;150523;1222;9146;5931;2353;217;53;639;-;17057;-;-;3051;153334;8160;443;303;-;-;20126;345;-;246;-;100;351;-;-;-;1;-;-;-;-;993;-;520;-;-;-;-;-;-;-;200;-;-;-;412018
"354890 Sao Carlos";2029;299;9;12220;1445;2447;1377;606;153;97;89;-;2307;834;-;2229;31930;649;370;699;2333;640;787;141;-;358;-;23;51;-;-;6;-;-;-;-;-;38;-;5;22;-;-;-;-;-;-;10;21;-;-;64224
"354900 Sao Francisco";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;208;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;248
"354910 Sao Joao da Boa Vista";14150;7008;5272;43124;30;3372;1262;142;-;-;62;10;1126;403;1584;5659;115893;8702;26;565;459;296;5770;2;-;137;-;36;-;-;2;8;1;-;-;-;-;599;-;2;2;-;-;-;-;-;-;2;-;-;-;215706
"354920 Sao Joao das Duas Pontes";-;9;-;-;-;-;-;-;-;-;-;-;32;-;-;-;814;296;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1151
"354925 Sao Joao de Iracema";246;5;227;505;-;-;-;-;-;-;-;-;-;-;-;-;995;2;-;-;-;-;610;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;2636
"354930 Sao Joao do Pau d'Alho";1343;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;2154;376;-;-;-;-;166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;4084
"354940 Sao Joaquim da Barra";16544;210;1004;14573;-;920;-;-;-;-;-;-;151;-;-;1576;47431;280;-;-;975;-;1315;-;-;144;-;25;-;-;-;-;-;-;-;-;-;90;-;9;22;-;-;-;-;-;-;26;19;-;-;85314
"354950 Sao Jose da Bela Vista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480;4301;-;-;-;-;-;-;-;-;150;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5031
"354960 Sao Jose do Barreiro";686;12;29;-;-;-;70;-;-;-;-;-;30;-;-;-;3722;193;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;219;5037
"354970 Sao Jose do Rio Pardo";281;255;998;24181;-;1987;253;113;-;-;-;-;606;-;-;1489;28473;1744;150;-;1565;-;308;-;-;10;-;3;-;-;-;-;-;-;-;-;-;74;-;-;14;-;-;-;-;-;-;18;18;-;-;62540
"354980 Sao Jose do Rio Preto";72432;215027;31822;195461;4769;15178;8476;1711;403;414;1764;-;21979;-;-;23779;402557;3881;693;840;-;-;32017;1260;-;2681;-;77;436;2;67;37;29;-;-;1;9;2258;159;803;-;-;-;-;-;-;-;5783;-;-;1513;1048318
"354990 Sao Jose dos Campos";34148;1123;36500;383418;8997;30099;29583;1686;280;139;2715;26;62393;6495;23;20511;504837;15752;84;1722;-;3518;11090;26;-;575;-;165;1691;11;1;-;62;3;-;2;-;992;-;82;-;8;-;-;-;19;-;4951;-;-;3785;1167512
"354995 Sao Lourenco da Serra";-;71;281;-;-;1276;187;-;-;-;-;-;59;-;-;763;12731;362;-;-;-;-;-;-;-;10;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15742
"355000 Sao Luis do Paraitinga";1;17;-;536;-;184;-;-;-;-;-;-;26;-;-;-;2490;149;-;-;-;-;27;-;-;20;-;13;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3464
"355010 Sao Manuel";3755;286;472;9851;-;1513;407;51;-;-;10;-;280;-;-;8;9501;639;52;-;-;1;375;5;-;28;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;27269
"355020 Sao Miguel Arcanjo";9283;248;229;18014;-;2068;399;-;-;-;-;-;461;-;-;2588;32204;564;-;-;-;-;26;93;-;46;-;-;-;-;1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;66230
"355030 Sao Paulo";2339705;76308;441816;5299180;62898;287334;193009;28446;8260;1292;14158;372;356918;8875;994;294480;6666261;43005;15469;5145;83986;3089;296122;39742;13;25211;15;1968;6800;44;566;530;221;13;-;2;1311;28955;10;4430;593;18784;-;-;6;5502;-;13262;995;11122;-;16687217
"355040 Sao Pedro";1097;-;4963;24460;6;1486;787;101;-;-;114;-;434;-;-;2443;42741;1814;-;-;-;8;2057;56;-;20;-;10;1;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;54;82770
"355050 Sao Pedro do Turvo";1;13;-;-;-;56;62;4;3;-;-;-;-;-;-;-;350;646;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;1153
"355060 Sao Roque";252;596;1007;28026;-;936;703;-;-;-;-;-;945;18;-;681;17914;478;1;-;-;7;1679;-;-;183;-;46;-;-;1;-;-;-;-;-;-;208;-;-;-;-;-;-;-;-;-;60;-;-;-;53741
"355070 Sao Sebastiao";139;602;2433;60841;-;5022;996;91;-;-;-;-;430;-;-;7781;100588;6;-;-;-;-;363;-;-;154;-;-;-;-;-;-;-;-;-;-;-;222;-;-;-;-;-;-;-;-;-;18;-;-;-;179686
"355080 Sao Sebastiao da Grama";5891;-;143;6085;-;548;-;-;-;-;-;-;161;-;-;619;10518;875;-;-;-;-;423;-;-;26;-;10;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;3;-;-;-;25373
"355090 Sao Simao";3704;87;73;8919;-;440;81;-;-;-;-;-;196;-;-;629;14648;572;-;-;-;-;420;-;-;5;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;28;-;-;1850;31719
"355100 Sao Vicente";12245;462;22588;84623;998;8257;2018;432;-;-;3;-;4699;6;-;4514;136707;7570;1563;-;1574;3;2404;57;-;1347;-;129;36;-;2;30;12;-;-;-;4;369;7;294;25;-;-;-;-;-;-;50;51;-;4405;297484
"355110 Sarapui";1039;74;320;2057;-;323;82;-;-;-;-;-;52;-;-;1235;16991;227;-;-;-;-;393;-;-;2;-;1;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;22896
"355120 Sarutaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1260
"355130 Sebastianopolis do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149
"355140 Serra Azul";3599;32;588;-;-;319;83;-;-;-;-;-;22;-;-;532;10144;249;-;-;-;-;172;-;-;4;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;2;-;-;-;15809
"355160 Serra Negra";6841;40;147;-;-;104;-;-;-;-;-;-;-;-;-;784;16319;-;-;-;-;-;1802;-;-;1;-;-;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;26164
"355150 Serrana";511;67;-;28831;7;934;131;-;-;-;-;-;377;-;-;777;21920;1508;47;-;-;-;240;902;-;23;-;6;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;21;-;-;-;56398
"355170 Sertaozinho";15879;1614;25464;19572;1093;6868;1537;457;156;-;173;2;6188;605;-;12921;190145;9234;142;-;2557;348;7240;23;-;911;-;287;71;68;-;34;1;-;-;-;-;1008;-;-;41;-;-;-;-;-;-;17;41;-;-;304697
"355180 Sete Barras";-;87;-;-;-;641;94;-;-;-;-;-;119;-;-;1028;1901;121;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4032
"355190 Severinia";-;76;204;2796;-;-;118;-;-;-;-;-;-;-;-;364;7091;835;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11484
"355200 Silveiras";-;21;66;1347;-;121;200;-;-;-;-;-;25;-;-;33;1600;239;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3652
"355210 Socorro";12;187;39;5225;-;1500;134;-;-;-;-;-;438;-;-;77;8945;1360;-;-;-;-;58;-;-;4;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;17981
"355220 Sorocaba";104552;8156;44589;254240;3392;24558;4067;624;149;3;816;56;5618;3;3;34636;481781;13593;995;1127;-;42;8789;69;-;1672;-;152;-;-;200;68;46;1;-;-;-;1868;439;672;-;115;-;-;-;86;-;292;1;-;808;998278
"355230 Sud Mennucci";3069;1;412;4386;-;181;163;-;-;-;-;-;126;-;-;751;12501;365;-;-;-;-;874;10;-;-;-;4;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;4286;27202
"355240 Sumare";938;463;4478;14343;-;693;2339;-;18;-;230;-;883;-;-;4993;46285;13;285;-;-;-;432;-;-;250;-;9;-;-;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;76841
"355255 Suzanapolis";2785;20;9;-;-;3;-;-;-;-;-;-;-;-;-;152;4417;-;-;-;-;-;284;-;-;4;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;21;-;-;58;7766
"355250 Suzano";1321;332;5485;157465;1251;8321;2121;2020;-;-;229;-;2448;103;3;8225;161521;10498;312;-;-;96;550;198;-;1086;-;75;-;-;-;71;-;-;-;3;-;169;-;-;-;-;-;-;-;-;-;18;-;-;169;364090
"355260 Tabapua";21931;26;399;1344;-;109;70;-;-;-;-;-;107;-;-;806;15882;540;-;-;-;-;411;-;-;37;-;5;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;16;-;-;223;41958
"355270 Tabatinga";2;67;2;3749;-;402;125;-;-;-;-;-;50;-;-;179;7715;487;13;-;-;-;55;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;12879
"355280 Taboao da Serra";608;353;8664;-;-;11041;2844;-;-;-;72;-;1436;-;-;3653;134190;2303;382;-;-;-;561;1885;-;279;-;60;-;-;1;9;10;-;-;-;-;573;20;-;-;-;-;-;-;-;-;-;-;-;-;168944
"355290 Taciba";-;18;-;2051;-;-;-;-;-;-;-;-;-;-;-;-;60;365;-;-;-;-;-;312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2806
"355300 Taguai";9692;49;66;6314;-;320;160;-;-;-;-;-;121;-;-;662;20491;348;13;-;-;-;677;61;-;25;-;3;-;-;-;1;-;-;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;8318;47456
"355310 Taiacu";2485;-;-;-;-;-;-;-;-;-;-;-;-;-;-;132;5284;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7917
"355320 Taiuva";-;24;4;1384;-;113;-;-;-;-;-;-;-;-;-;179;802;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2506
"355330 Tambau";8829;-;128;8597;-;870;39;-;-;-;-;-;328;-;-;726;7676;1213;9;-;-;-;626;-;-;16;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;1;-;-;-;29158
"355340 Tanabi";-;246;114;-;-;-;-;-;-;-;-;-;6;-;-;99;2406;421;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3292
"355350 Tapirai";1499;425;167;3715;-;307;16;-;-;-;-;-;116;-;16;1132;8966;84;-;-;-;-;513;-;-;19;-;1;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;17077
"355360 Tapiratiba";-;-;-;2586;-;449;-;-;-;-;-;-;57;-;-;62;3454;-;9;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;400;7074
"355365 Taquaral";146;-;203;1;-;-;-;-;-;-;-;-;-;-;-;119;5633;-;3;-;-;-;-;11;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6120
"355370 Taquaritinga";121;353;3351;9080;-;1653;438;-;-;-;-;-;2677;-;-;682;17876;-;447;-;-;-;231;-;-;62;-;1;107;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;2;-;-;24;-;-;-;37149
"355380 Taquarituba";6522;151;217;457;-;819;-;-;-;-;-;-;107;-;-;1109;44294;426;3;-;-;-;1647;1;-;2;-;8;-;-;-;2;-;-;-;-;-;167;-;-;-;-;-;-;-;-;-;119;-;-;8035;64086
"355385 Taquarivai";1003;-;270;-;-;-;-;-;-;-;-;-;-;-;-;345;6620;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;8294
"355390 Tarabai";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107;341;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;547
"355395 Taruma";10688;-;128;8345;-;1141;193;-;-;-;19;-;275;-;-;1096;21189;1155;-;-;-;-;796;-;-;18;-;7;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;32;-;-;-;45136
"355400 Tatui";17401;57553;3314;54665;137;3853;1961;542;228;-;163;-;1441;24;-;3266;105745;667;46;-;-;164;2494;-;-;343;-;20;-;7;24;23;2;1;-;1;-;316;1;-;-;-;-;-;-;-;-;1;-;-;4000;258403
"355410 Taubate";9766;904;8124;147079;2907;13333;5274;53;-;-;401;-;9303;3;-;9875;271725;2264;722;-;-;7;8978;20;-;2087;-;344;110;-;-;-;-;-;-;2;-;1618;-;1;-;-;-;-;-;-;-;125;-;-;-;495025
"355420 Tejupa";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;283;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;297
"355430 Teodoro Sampaio";9057;119;154;8825;-;336;423;-;-;-;32;-;169;-;-;1133;18574;1644;-;-;-;-;766;-;-;32;-;6;-;-;-;-;-;-;-;-;-;102;1;-;-;-;-;-;-;-;-;21;-;-;-;41394
"355440 Terra Roxa";294;28;35;-;-;346;17;-;-;-;-;-;-;-;-;336;2479;-;-;-;-;-;177;-;-;22;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;3788
"355450 Tiete";-;333;-;12889;5;981;212;-;-;-;4;-;369;-;1;21;9129;-;-;-;-;-;-;-;-;151;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;24118
"355460 Timburi";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220
"355470 Torrinha";-;-;-;238;-;280;-;-;-;-;-;-;-;-;-;-;2829;-;-;-;-;-;46;-;-;93;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;946;4454
"355475 Trabiju";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"355480 Tremembe";1521;120;660;10956;170;-;206;-;-;-;-;-;474;-;-;2039;24642;232;324;-;-;-;-;-;-;269;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41613
"355490 Tres Fronteiras";-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96;374;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;512
"355495 Tuiuti";-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76
"355500 Tupa";2042;376;767;21786;-;943;-;-;-;-;-;-;558;-;7;762;43890;73;-;-;-;-;1050;-;-;38;-;8;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;35;-;-;-;72445
"355510 Tupi Paulista";8660;130;130;4948;-;785;37;-;-;-;-;-;352;-;-;1941;25899;993;-;-;-;-;485;-;-;30;-;2;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;475;44917
"355520 Turiuba";432;1;87;-;-;-;-;-;-;-;-;-;-;-;-;371;2612;-;-;-;-;-;55;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;1551;5117
"355530 Turmalina";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"355535 Ubarana";3056;26;175;-;-;1;1;-;-;-;-;-;-;-;-;178;7106;-;-;-;-;-;380;-;-;9;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;16;-;-;-;10980
"355540 Ubatuba";350;306;539;53498;-;4618;782;409;-;-;-;-;1104;-;-;3028;72389;1029;46;-;-;-;819;-;-;158;-;4;-;-;-;-;-;-;-;-;-;290;-;-;-;-;-;-;-;-;-;21;-;-;10543;149933
