municipio;latitude;longitude;hospital_estadual;hospital_federal;hospital_municipal;hospital_particular;clinica_estadual;clinica_federal;clinica_municipal;clinica_particular;consultorio_total;pronto_atendimento_total;unidade_movel_total;baixissima vulnerabilidade_n_pessoas;muito baixa vulnerabilidade_n_pessoas;baixa vulnerabilidade_n_pessoas;media vulnerabilidade_n_pessoas;alta vulnerabilidade_n_pessoas;muito alta vulnerabilidade_n_pessoas;vigilancia em saude;consultas / atendimentos / acompanhamentos;diagnostico em vigilancia epidemiologica e ambiental;diagnostico em laboratorio clinico;coleta de material;tratamentos clinicos (outras especialidades);diagnostico por ultrasonografia;diagnostico por radiologia;fisioterapia;tratamentos odontologicos;diagnostico por teste rapido;terapias especializadas;diagnostico por tomografia;diagnostico por ressonancia magnetica;pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa;diagnostico por endoscopia;metodos diagnosticos em especialidades;diagnostico por anatomia patologica e citopatologia;bucomaxilofacial;diagnostico por radiologia intervencionista;anestesiologia;hemoterapia;diagnostico e procedimentos especiais em hemoterapia;diagnostico por medicina nuclear in vivo;tratamento em oncologia;tratamento em nefrologia;componente especializado da assitencia farmaceutica;orteses, proteses e materiais especiais nao relacionados ao ato cirurgico;autorizacao / regulacao;acoes coletivas / individuais em saude;acoes relacionadas ao estabelecimento;tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas;cirurgia do aparelho circulatorio;cirurgia do sistema nervoso central e periferico;parto e nascimento;medicamentos de ambito hospitalar e urgencia;cirurgia do aparelho digestivo, orgaos anexos e parede abdominal;cirurgia do sistema osteomuscular;cirurgia obstetrica;cirurgia toracica;cirurgia em oncologia;acoes relacionadas ao atendimento;cirurgia do aparelho geniturinario;cirurgia reparadora;cirurgia das vias aereas superiores, da face, da cabeca e do pescoco;cirurgia de mama;orteses, proteses e materiais especiais relacionados ao ato cirurgico;acompanhamento e intercorrencias no pre e pos-transplante;cirurgia do aparelho da visao;cirurgia de glandulas endocrinas;cirurgia em nefrologia;outras cirurgias;coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante;acoes relacionadas a doacao de orgaos e tecidos para transplante;processamento de tecidos para transplante;transplante de orgaos, tecidos e celulas;avaliacao de morte encefalica;populacao;receita_anual;ids;categoria;cluster
CASSIA DOS COQUEIROS;-21,2801;-47,1643;0;0;0;0;0;0;1;0;0;0;0;0;714;0;1790;284;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2488;31262251.57;0.327;Crítico;3
CASTILHO;-20,8689;-51,4884;0;0;0;1;0;0;0;4;21;0;0;0;7019;1111;6670;4825;0;17;24544;0;1558;780;11;0;436;867;308;1119;0;0;0;50;0;82;0;186;0;0;0;0;0;0;0;0;0;0;6719;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21521;170771715.22;0.684;Estruturado;0
CATANDUVA;-21,1314;-48,977;0;0;0;12;1;0;6;265;289;1;4;3699;71141;10641;14643;14237;0;887;96231;0;4794;5817;706;1;1813;1604;5511;5657;1;0;0;123;0;2009;0;439;0;0;0;0;0;0;0;0;260;79350;20381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123114;736040803.25;0.843;Estruturado;0
CATIGUA;-21,0519;-49,0616;0;0;0;0;0;0;1;0;7;0;1;0;3282;743;920;1881;0;18;30;0;0;0;0;0;0;684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7905;39502050.36;0.27;Crítico;3
CEDRAL;-20,9009;-49,2664;0;0;0;0;0;0;1;3;7;0;1;0;7777;2662;502;1303;0;56;10538;0;3189;587;0;0;338;461;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9452;75149599.16;0.718;Estruturado;0
CERQUEIRA CESAR;-23,038;-49,1655;0;0;0;1;0;0;0;2;16;0;1;0;8406;1071;2887;7555;0;30;532;0;0;0;0;0;0;0;17;244;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;0;7;0;0;4;0;4;0;11;0;0;233;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;20391;128994944.43;0.249;Crítico;3
CERQUILHO;-23,1665;-47,7459;0;0;0;1;0;0;5;17;114;0;0;224;29597;6052;3915;4508;0;410;53402;0;19839;1163;50;146;1916;650;1326;1489;0;0;0;80;0;382;0;84;0;0;6;0;0;0;0;0;35;200;3680;0;0;0;0;0;4;0;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50631;279996153.11;0.771;Estruturado;0
CESARIO LANGE;-23,226;-47,9545;0;0;0;1;0;0;3;1;9;0;0;0;7779;261;2544;6767;0;110;6098;0;3513;0;6;379;775;0;0;0;0;8;24;16;71;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18595;103030496.67;0.404;Em risco;3
CHARQUEADA;-22,5096;-47,7755;0;0;0;2;0;0;1;3;8;0;0;0;8909;1381;1507;3073;0;0;15853;20;135;346;0;0;295;847;433;529;0;0;0;70;0;78;0;54;0;0;0;0;0;0;0;0;0;11660;5508;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17539;94926581.4;0.652;Moderado;0
CLEMENTINA;-21,5604;-50,4525;0;0;0;1;0;0;0;0;5;0;0;0;788;0;1078;4851;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8894;42965744.86;0.233;Crítico;3
COLINA;-20,7114;-48,5387;0;0;0;1;0;0;1;1;34;1;1;0;11732;0;4070;2642;0;104;15381;0;10904;161;10;335;987;0;464;385;0;0;0;18;0;282;0;102;0;0;0;0;0;0;0;0;0;0;4745;0;1;0;0;3;0;6;7;8;0;0;316;3;0;0;0;2;0;0;0;0;1;0;0;0;0;0;18601;146898745.93;0.765;Estruturado;0
COLOMBIA;-20,1768;-48,6865;0;0;0;0;0;0;0;1;3;0;1;0;671;311;3069;2123;0;49;4020;0;2781;25;2;31;79;132;92;151;0;0;0;13;0;36;0;15;0;0;0;0;0;0;0;0;51;0;3448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6223;79027745.45;0.692;Estruturado;0
CONCHAL;-22,3375;-47,1729;0;0;0;1;0;0;1;2;19;0;2;560;6175;2370;5170;13645;0;340;13925;0;18222;1;14;0;1027;109;0;295;0;106;0;219;0;181;0;0;0;4;0;0;0;0;0;0;0;23900;825;0;2;0;0;18;0;20;11;5;0;0;154;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;28491;179451758.01;0.616;Moderado;0
CONCHAS;-23,0154;-48,0134;0;0;1;0;0;0;1;1;23;0;0;0;7681;898;2634;3747;0;14;17901;0;6480;0;0;134;909;0;101;265;0;0;0;71;0;175;0;76;0;0;0;0;0;0;0;0;0;0;1318;0;1;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18138;95312170.9;0.678;Moderado;0
CORDEIROPOLIS;-22,4778;-47,4519;0;0;0;0;0;0;3;7;30;1;1;0;9139;9301;151;4874;272;28;19375;0;14142;2193;0;297;1125;1264;621;329;0;0;0;0;0;317;0;22;0;0;0;0;0;0;0;0;20;0;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25116;262278746.25;0.781;Estruturado;0
COROADOS;-21,3521;-50,2859;0;0;0;0;0;0;0;0;0;0;0;0;2143;479;1754;942;0;7;8913;0;0;55;0;0;0;338;65;414;0;0;0;1;0;0;0;21;0;0;0;0;0;0;0;0;36;0;2394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6197;42936757.01;0.598;Moderado;0
CORONEL MACEDO;-23,6261;-49,31;0;0;0;0;0;0;0;0;0;0;0;306;537;0;2218;1219;0;11;0;0;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4591;44903792.73;0.246;Crítico;3
CORUMBATAI;-22,2213;-47,6215;0;0;0;0;0;0;0;0;1;0;1;0;2453;0;906;655;0;18;4925;0;0;55;0;54;15;148;110;209;0;0;2;2;0;7;0;15;0;0;0;0;0;0;0;0;0;13020;883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4072;44617830.54;0.698;Estruturado;0
COSMOPOLIS;-22,6419;-47,1926;0;0;0;1;0;0;4;14;38;0;0;117;37050;5742;5658;8539;1567;75;11183;0;32294;84;165;763;2086;893;95;158;78;106;0;1;85;1017;0;31;0;0;0;0;0;0;0;0;0;49290;4765;0;0;0;1;9;0;2;19;15;0;0;167;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;74662;300638673.02;0.5;Em risco;0
COSMORAMA;-20,4755;-49,7827;0;0;0;0;0;0;1;0;1;0;0;0;3480;0;1113;4037;0;115;0;0;2911;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7289;58163695.81;0.32;Crítico;3
COTIA;-23,6022;-46,919;1;0;0;4;0;0;8;36;187;4;5;32516;97082;50117;22172;57502;10749;199;175131;0;21;15224;42;637;8210;3799;698;9292;3;0;0;458;87;1195;0;122;0;0;0;0;0;0;0;0;0;0;9646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257882;1519537125.24;0.496;Em risco;1
CRAVINHOS;-21,338;-47,7324;0;0;0;1;0;0;6;2;62;1;1;1223;11509;3240;5662;11074;0;0;18505;0;4323;4332;0;0;3183;288;649;310;0;0;0;35;0;576;0;132;0;0;0;0;0;0;0;0;0;0;1183;0;3;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35858;230497878.51;0.598;Moderado;0
CRISTAIS PAULISTA;-20,4036;-47,4209;0;0;0;0;0;0;1;0;6;0;0;0;5060;0;1440;2439;0;57;3568;0;2157;6;0;0;236;270;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8803;50613021.73;0.441;Em risco;3
CRUZALIA;-22,7373;-50,7909;0;0;0;0;0;0;0;0;0;0;0;0;1039;0;911;0;0;1273;5214;0;0;3;0;0;0;44;126;157;0;0;0;2;0;1;0;4;0;0;0;0;0;0;0;0;0;11640;2646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;31594867.66;0.69;Estruturado;0
CRUZEIRO;-22,5728;-44,969;0;0;0;3;0;0;9;67;202;0;4;1271;57441;5344;4193;4693;1106;525;26223;0;51967;146;42;344;2277;793;226;506;0;461;0;176;0;468;2;52;0;4;7;14;0;0;808;0;12;180360;201;0;11;2;0;30;108;60;28;45;9;0;2910;7;0;0;2;91;0;0;0;1;7;0;4;0;0;2;82895;348234809.27;0.806;Estruturado;0
CUBATAO;-23,8911;-46,424;0;0;1;0;0;0;7;13;110;4;3;0;39276;9492;15936;10333;36426;106;89844;0;65069;420;0;1862;5559;6288;964;1972;0;571;0;54;104;1302;545;289;0;107;244;316;0;0;0;0;0;0;2893;0;11;5;51;48;26;54;164;40;8;0;2119;76;1;3;0;108;0;0;0;7;20;0;0;0;0;0;132521;1821345436.07;0.724;Estruturado;1
CUNHA;-23,0731;-44,9576;0;0;0;1;0;0;1;2;7;0;1;456;5143;311;10801;5005;0;293;11600;116;4567;65;36;67;769;290;613;853;0;0;0;84;0;173;4;123;0;0;0;0;0;0;0;0;10;0;7462;0;3;2;0;2;0;12;0;9;0;0;243;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21373;110053177.56;0.545;Em risco;0
DESCALVADO;-21,9002;-47,6181;0;0;0;1;0;0;3;5;106;2;0;708;19144;4557;4158;2824;0;218;24155;0;11998;373;7;483;1486;506;2103;440;11;0;0;227;0;352;0;98;0;24;0;0;0;0;0;0;238;35650;2737;0;3;9;4;1;18;9;16;15;0;0;115;10;0;1;0;15;0;0;0;0;3;0;0;0;0;0;34097;192378008.27;0.814;Estruturado;0
DIADEMA;-23,6813;-46,6205;1;0;2;2;1;0;2;51;101;5;12;5597;165494;44270;37449;50356;87310;512;137140;0;195485;3610;197;1133;10388;8236;122;4788;76;218;0;249;166;9179;1795;11;0;1;0;0;0;0;0;0;19;0;3519;0;8;0;0;29;282;56;35;41;13;0;2415;47;0;0;2;17;0;0;0;12;2;0;0;0;0;0;429550;1792355229.07;0.405;Em risco;1
DIRCE REIS;-20,4642;-50,6073;0;0;0;0;0;0;0;0;0;0;0;0;145;176;1117;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1805;28156638.48;0.281;Crítico;3
DIVINOLANDIA;-21,6637;-46,7361;0;0;0;1;0;0;0;8;3;0;2;0;5914;791;3878;304;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11027;73054337.77;0.32;Crítico;3
DOBRADA;-21,5155;-48,3935;0;0;0;0;0;0;0;3;3;0;0;0;3861;441;2293;2068;0;0;1250;0;0;0;0;0;0;0;0;14;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9088;39921959.38;0.223;Crítico;3
DOIS CORREGOS;-22,3673;-48,3819;0;0;0;1;0;0;1;5;30;0;0;0;5078;2489;3519;12354;0;484;27720;0;2153;189;2;0;703;392;602;1113;52;0;0;86;0;63;0;78;0;0;0;0;0;0;0;0;20;0;16618;0;0;0;0;5;0;2;4;5;0;0;508;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;27704;141117485.72;0.626;Moderado;0
DOLCINOPOLIS;-20,124;-50,5149;0;0;0;0;0;0;0;0;0;0;0;0;253;0;1583;161;0;4;219;0;0;0;0;0;0;160;117;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2108;25779353.06;0.319;Crítico;3
DOURADO;-22,1044;-48,3178;0;0;1;0;0;0;0;3;7;1;0;0;4212;506;1143;2142;0;39;6391;0;0;45;0;0;0;0;93;616;0;0;0;18;0;0;0;40;0;0;0;0;0;0;0;0;0;0;1803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8883;60903634.5;0.65;Moderado;0
DRACENA;-21,4843;-51,535;0;0;0;1;1;0;1;20;216;2;0;623;24960;5007;7557;5673;0;299;32367;0;27346;769;171;898;2163;1571;0;884;0;205;12;364;0;253;782;0;0;0;484;511;0;0;1272;0;0;53790;7789;0;3;0;0;1;7;19;27;31;10;0;1012;1;1;0;0;42;0;0;0;7;0;0;0;0;0;0;47287;217963417.7;0.807;Estruturado;0
DUARTINA;-22,4146;-49,4084;0;0;0;1;0;0;0;1;36;0;1;0;3897;1182;4290;2639;0;101;25558;74;1372;601;11;89;355;757;389;740;0;0;0;167;0;76;0;13;0;178;0;0;0;0;0;0;257;0;11021;0;11;0;0;0;0;0;1;2;0;0;183;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12421;72959769.66;0.755;Estruturado;0
DUMONT;-21,2324;-47,9756;0;0;0;0;0;0;0;0;1;0;1;0;2852;3211;671;2633;0;0;1177;0;0;8;0;47;207;524;255;79;0;0;0;18;0;76;0;26;0;0;0;0;0;0;0;0;18;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10174;56368459.63;0.247;Crítico;3
ECHAPORA;-22,4326;-50,2038;0;0;0;0;0;0;0;0;1;1;0;0;1526;1194;2156;996;0;0;3244;0;0;0;0;43;1;420;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6026;39482163.14;0.428;Em risco;3
ELDORADO;-24,5281;-48,1141;0;0;0;0;0;0;1;0;1;1;0;630;1606;788;5190;2695;0;0;3689;0;6788;0;64;142;258;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15592;83890657.4;0.414;Em risco;3
ELIAS FAUSTO;-23,0428;-47,3682;0;0;0;0;0;0;1;2;5;1;0;0;3127;3037;644;10654;0;0;15804;4;10527;147;0;171;1043;439;607;800;0;0;0;4;0;19;0;81;0;0;0;0;0;0;0;0;28;0;5840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18095;111739224.36;0.593;Moderado;0
ELISIARIO;-21,1678;-49,1146;0;0;0;0;0;0;0;0;1;0;1;0;432;572;1605;529;0;150;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;5270;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3742;28137417.15;0.383;Crítico;3
EMBAUBA;-20,9796;-48,8325;0;0;0;0;0;0;0;0;1;0;0;0;461;0;1862;0;0;24;5321;0;0;60;0;0;0;84;218;100;0;0;0;6;0;0;0;16;0;0;0;0;0;0;0;0;12;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2446;27190092.95;0.664;Moderado;0
EMBU DAS ARTES;-23,6437;-46,8579;0;0;2;1;0;0;7;7;139;1;4;2054;53604;16701;50693;71003;52590;347;150210;0;983;4529;151;3979;8210;45;1368;3602;0;34;0;116;0;706;0;348;0;0;0;0;0;0;1968;0;0;0;892;0;9;0;0;20;15;0;0;29;0;0;204;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279264;1181330078.02;0.316;Crítico;1
EMBU-GUACU;-23,8297;-46,8136;0;0;0;0;0;0;4;8;10;1;3;2657;16697;8027;16720;20238;819;305;39533;0;0;5744;0;150;2231;200;6;2054;0;0;0;49;0;949;0;6;0;0;0;0;0;0;0;0;0;0;2;0;31;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70402;239596086.37;0.364;Crítico;3
EMILIANOPOLIS;-21,8314;-51,4832;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1577;1212;0;34;125;0;0;0;0;0;0;208;23;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3238;29529843.13;0.241;Crítico;3
ENGENHEIRO COELHO;-22,4836;-47,211;0;0;0;0;0;0;1;4;32;1;0;933;3302;3319;676;10517;0;0;14751;0;0;165;0;179;673;0;0;259;0;0;0;35;16;154;0;0;0;0;0;0;0;0;0;0;0;0;694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21712;107959192.68;0.477;Em risco;3
ESPIRITO SANTO DO PINHAL;-22,1909;-46,7477;0;0;0;3;0;0;1;26;134;0;1;0;24166;1436;12109;1824;0;376;32726;0;13549;1232;71;150;1620;1589;1182;3179;90;145;1;222;0;639;0;189;0;0;8;0;0;0;0;0;33;0;11291;0;4;0;0;4;2;28;21;20;3;0;845;25;0;0;0;31;0;0;0;0;0;0;0;0;0;0;44607;189433446.8;0.793;Estruturado;0
ESPIRITO SANTO DO TURVO;-22,6925;-49,4341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1202;2858;0;70;7925;0;0;609;0;0;0;183;53;986;0;0;0;0;0;62;0;29;0;0;0;0;0;0;0;0;25;0;1697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4926;37229170.69;0.563;Em risco;0
ESTRELA D'OESTE;-20,2875;-50,4049;0;0;0;0;0;0;0;0;0;0;0;0;6393;0;1035;1790;0;53;4580;0;2862;2;0;0;375;305;0;12;0;0;0;35;0;172;1;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;1;0;0;3;0;0;66;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8420;79988495.78;0.539;Em risco;0
ESTRELA DO NORTE;-22,4859;-51,6632;0;0;0;0;0;0;0;0;0;0;0;0;271;164;1768;319;0;23;0;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2774;31298528.06;0.256;Crítico;3
EUCLIDES DA CUNHA PAULISTA;-22,5545;-52,5928;0;0;0;0;0;0;1;1;6;0;0;0;0;0;4676;3243;0;30;12048;0;3666;9;0;18;0;279;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;10380;2306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9280;52993916.69;0.605;Moderado;0
FARTURA;-23,3916;-49,5124;0;0;0;1;0;0;0;3;22;0;1;0;6296;1201;3930;4599;0;174;4446;0;344;23;121;0;681;140;0;75;0;0;0;32;0;104;0;0;0;0;0;0;0;0;0;0;0;0;32;0;1;0;0;15;0;2;1;8;0;0;204;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16102;93826150.93;0.385;Crítico;3
FERNANDOPOLIS;-20,2806;-50,2471;0;0;0;3;2;0;5;166;276;1;4;1786;40242;7000;13595;8086;0;426;27208;1;25882;1377;0;905;3728;271;1920;563;0;0;0;258;0;727;0;579;0;0;0;0;0;0;0;0;557;39760;8772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69680;381894416.77;0.793;Estruturado;0
FERNANDO PRESTES;-21,2661;-48,6874;0;0;0;0;0;0;1;0;3;0;0;0;2834;0;2857;0;0;52;310;0;1826;0;0;0;0;0;0;11;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;15;14030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5805;46561133.42;0.623;Moderado;0
FERNAO;-22,3607;-49,5187;0;0;0;0;0;0;0;0;0;0;0;0;337;0;848;470;0;0;0;0;0;0;0;0;0;51;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1739;31349123.22;0.264;Crítico;3
FERRAZ DE VASCONCELOS;-23,5411;-46,371;1;0;0;0;0;0;8;5;26;0;4;0;48891;18097;42686;37628;29794;1885;20400;0;72901;1583;0;757;1215;2319;1139;1168;440;0;0;21;0;572;0;744;0;0;0;0;0;0;0;0;26;0;11891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198661;627961167.01;0.297;Crítico;3
FLORA RICA;-21,6727;-51,3821;0;0;0;0;0;0;1;0;0;0;0;0;139;0;1216;0;0;36;1910;0;0;132;0;0;0;114;37;121;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4000;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1397;25421633.06;0.807;Estruturado;0
FLOREAL;-20,6752;-50,1513;0;0;0;0;0;0;0;0;1;0;0;0;1510;0;1208;0;0;55;85;0;0;0;0;0;0;455;123;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2884;35229454.68;0.365;Crítico;3
FLORIDA PAULISTA;-21,6127;-51,1724;0;0;0;1;0;0;0;0;6;0;0;0;4252;0;4732;1927;0;0;7452;0;0;238;0;0;0;216;250;267;0;0;0;0;0;17;0;28;0;0;0;0;0;0;0;0;17;0;8974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14936;61562231.85;0.534;Em risco;0
FLORINEA;-22,868;-50,6814;0;0;0;0;0;0;1;0;0;0;0;0;494;0;1534;492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2631;41017952.74;0.336;Crítico;3
FRANCA;-20,5352;-47,4039;0;0;0;4;1;0;7;68;350;4;7;11015;185614;74339;38205;40100;0;4;338221;0;125487;24102;372;4596;14383;101;2485;14341;0;0;94;1253;161;15402;1434;556;0;25;0;0;43;0;1614;0;148;120180;18291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358539;1186686999.48;0.628;Moderado;1
FRANCISCO MORATO;-23,2792;-46,7448;1;0;0;1;0;0;2;6;46;1;1;520;12511;11680;24604;92055;22498;51;91264;254;60281;347;91;627;5745;468;1184;3866;0;0;0;127;0;918;11;65;0;0;0;0;0;0;1813;0;0;0;1897;0;17;0;0;54;16;0;1;45;0;0;947;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179372;585008620.92;0.357;Crítico;3
FRANCO DA ROCHA;-23,3229;-46,729;2;0;0;1;1;0;6;9;57;1;0;1035;33747;27822;13726;47694;14236;777;94414;2;76955;48;0;1704;5816;3038;436;4598;0;0;0;34;0;574;14;65;0;0;0;0;0;0;2713;0;0;0;2233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158438;669251818.11;0.503;Em risco;0
GABRIEL MONTEIRO;-21,5294;-50,5573;0;0;0;0;0;0;1;0;0;0;0;0;622;0;1362;617;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2776;31514413.98;0.312;Crítico;3
