municipio;alta vulnerabilidade_n_domicilios;baixa vulnerabilidade_n_domicilios;baixissima vulnerabilidade_n_domicilios;muito alta vulnerabilidade_n_domicilios;muito baixa vulnerabilidade_n_domicilios;media vulnerabilidade_n_domicilios;alta vulnerabilidade_n_pessoas;baixa vulnerabilidade_n_pessoas;baixissima vulnerabilidade_n_pessoas;muito alta vulnerabilidade_n_pessoas;muito baixa vulnerabilidade_n_pessoas;media vulnerabilidade_n_pessoas;alta vulnerabilidade_n_setores;baixa vulnerabilidade_n_setores;baixissima vulnerabilidade_n_setores;muito alta vulnerabilidade_n_setores;muito baixa vulnerabilidade_n_setores;media vulnerabilidade_n_setores
LUCELIA;2311.0;223.0;0.0;0.0;2822.0;1136.0;6371.0;622.0;0.0;0.0;7171.0;3008.0;10.0;2.0;0.0;0.0;19.0;7.0
LUCIANOPOLIS;59.0;0.0;0.0;0.0;194.0;636.0;160.0;0.0;0.0;0.0;550.0;1656.0;1.0;0.0;0.0;0.0;3.0;3.0
LUIS ANTONIO;1746.0;0.0;0.0;0.0;1363.0;1001.0;5296.0;0.0;0.0;0.0;3806.0;3005.0;7.0;0.0;0.0;0.0;7.0;4.0
LUIZIANIA;319.0;115.0;0.0;0.0;109.0;1151.0;903.0;340.0;0.0;0.0;310.0;3022.0;2.0;1.0;0.0;0.0;1.0;6.0
LUPERCIO;50.0;0.0;0.0;0.0;85.0;1251.0;159.0;0.0;0.0;0.0;230.0;3370.0;1.0;0.0;0.0;0.0;1.0;6.0
LUTECIA;533.0;36.0;0.0;0.0;85.0;295.0;1407.0;103.0;0.0;0.0;214.0;704.0;3.0;1.0;0.0;0.0;2.0;2.0
MACATUBA;874.0;916.0;0.0;0.0;2788.0;992.0;2737.0;2855.0;0.0;0.0;7856.0;3109.0;4.0;3.0;0.0;0.0;13.0;4.0
MACAUBAL;845.0;118.0;0.0;0.0;882.0;1108.0;2068.0;321.0;0.0;0.0;2214.0;2698.0;5.0;1.0;0.0;0.0;5.0;5.0
MACEDONIA;212.0;0.0;0.0;0.0;419.0;876.0;579.0;0.0;0.0;0.0;1136.0;2212.0;2.0;0.0;0.0;0.0;5.0;4.0
MAGDA;0.0;58.0;0.0;0.0;470.0;729.0;0.0;187.0;0.0;0.0;1154.0;1822.0;0.0;1.0;0.0;0.0;3.0;5.0
MAIRINQUE;3072.0;1047.0;61.0;149.0;9996.0;2317.0;9135.0;3046.0;160.0;492.0;28364.0;6691.0;16.0;6.0;1.0;2.0;52.0;19.0
MAIRIPORA;6752.0;3949.0;1749.0;1155.0;13193.0;4229.0;19550.0;11048.0;5040.0;3391.0;36945.0;12002.0;49.0;35.0;24.0;13.0;133.0;47.0
MANDURI;802.0;260.0;0.0;0.0;2072.0;479.0;2301.0;664.0;0.0;0.0;5365.0;1303.0;4.0;3.0;0.0;0.0;17.0;3.0
MARABA PAULISTA;0.0;0.0;0.0;0.0;38.0;1343.0;0.0;0.0;0.0;0.0;97.0;3399.0;0.0;0.0;0.0;0.0;1.0;8.0
MARACAI;656.0;0.0;0.0;0.0;2316.0;1748.0;1773.0;0.0;0.0;0.0;6152.0;4441.0;3.0;0.0;0.0;0.0;16.0;8.0
MARAPOAMA;88.0;132.0;0.0;0.0;611.0;388.0;250.0;354.0;0.0;0.0;1621.0;1007.0;2.0;1.0;0.0;0.0;4.0;3.0
MARIAPOLIS;0.0;0.0;53.0;0.0;286.0;915.0;0.0;0.0;154.0;0.0;694.0;2331.0;0.0;0.0;1.0;0.0;2.0;6.0
MARILIA;8854.0;16067.0;5529.0;977.0;47380.0;8887.0;24966.0;39960.0;14526.0;2868.0;126653.0;25018.0;46.0;87.0;32.0;14.0;271.0;51.0
MARINOPOLIS;62.0;0.0;0.0;0.0;45.0;598.0;175.0;0.0;0.0;0.0;135.0;1519.0;1.0;0.0;0.0;0.0;1.0;3.0
MARTINOPOLIS;2197.0;36.0;0.0;0.0;2286.0;4017.0;6066.0;117.0;0.0;0.0;5966.0;10594.0;9.0;1.0;0.0;0.0;11.0;19.0
MATAO;2702.0;2265.0;577.0;0.0;17578.0;5476.0;7739.0;5975.0;1515.0;0.0;48005.0;15063.0;13.0;11.0;5.0;0.0;96.0;27.0
MAUA;9436.0;17358.0;0.0;39917.0;75943.0;9448.0;26029.0;46409.0;0.0;114476.0;202762.0;26062.0;50.0;94.0;0.0;203.0;405.0;51.0
MENDONCA;193.0;460.0;0.0;0.0;593.0;1012.0;546.0;1267.0;0.0;0.0;1579.0;2640.0;2.0;3.0;0.0;0.0;4.0;4.0
MERIDIANO;0.0;0.0;0.0;0.0;1114.0;550.0;0.0;0.0;0.0;0.0;2980.0;1426.0;0.0;0.0;0.0;0.0;7.0;4.0
MESOPOLIS;379.0;0.0;0.0;0.0;56.0;277.0;1041.0;0.0;0.0;0.0;141.0;677.0;3.0;0.0;0.0;0.0;1.0;2.0
MIGUELOPOLIS;2132.0;368.0;0.0;0.0;1380.0;2992.0;6045.0;1033.0;0.0;0.0;3585.0;8024.0;11.0;2.0;0.0;0.0;7.0;17.0
MINEIROS DO TIETE;2232.0;154.0;0.0;0.0;565.0;1124.0;6314.0;422.0;0.0;0.0;1393.0;2918.0;11.0;1.0;0.0;0.0;5.0;7.0
MIRA ESTRELA;90.0;152.0;0.0;0.0;286.0;631.0;261.0;416.0;0.0;0.0;728.0;1515.0;1.0;1.0;0.0;0.0;3.0;5.0
MIRACATU;1927.0;0.0;0.0;0.0;924.0;3761.0;5248.0;0.0;0.0;0.0;2336.0;10260.0;14.0;0.0;0.0;0.0;6.0;34.0
MIRANDOPOLIS;429.0;177.0;0.0;0.0;4971.0;3398.0;1183.0;400.0;0.0;0.0;12795.0;8853.0;2.0;3.0;0.0;0.0;38.0;26.0
MIRANTE DO PARANAPANEMA;748.0;0.0;0.0;0.0;994.0;4278.0;2030.0;0.0;0.0;0.0;2421.0;11124.0;5.0;0.0;0.0;0.0;6.0;26.0
MIRASSOL;1675.0;3061.0;1537.0;0.0;13881.0;2929.0;4611.0;8202.0;4750.0;0.0;37600.0;7693.0;6.0;12.0;6.0;0.0;64.0;16.0
MIRASSOLANDIA;606.0;229.0;0.0;0.0;572.0;262.0;1668.0;595.0;0.0;0.0;1559.0;683.0;5.0;2.0;0.0;0.0;5.0;1.0
MOCOCA;2760.0;1332.0;358.0;0.0;14742.0;5222.0;7990.0;3622.0;984.0;0.0;39619.0;14290.0;17.0;8.0;2.0;0.0;77.0;31.0
MOGI DAS CRUZES;28618.0;16023.0;11546.0;5621.0;80689.0;15356.0;86611.0;41553.0;31990.0;17486.0;225316.0;45244.0;149.0;87.0;74.0;38.0;441.0;107.0
MOGI GUACU;3978.0;4606.0;1831.0;0.0;36782.0;7163.0;12180.0;12251.0;4883.0;0.0;100742.0;21469.0;20.0;21.0;6.0;0.0;187.0;40.0
MOGI MIRIM;3118.0;4044.0;1849.0;0.0;20286.0;4210.0;9532.0;10585.0;5230.0;0.0;53594.0;12188.0;13.0;15.0;7.0;0.0;102.0;18.0
MOMBUCA;782.0;0.0;0.0;0.0;417.0;0.0;2460.0;0.0;0.0;0.0;1163.0;0.0;3.0;0.0;0.0;0.0;4.0;0.0
MONCOES;45.0;0.0;0.0;0.0;130.0;560.0;119.0;0.0;0.0;0.0;299.0;1368.0;1.0;0.0;0.0;0.0;1.0;5.0
MONGAGUA;4073.0;1093.0;62.0;0.0;10517.0;5578.0;11761.0;3069.0;150.0;0.0;27765.0;15724.0;23.0;10.0;1.0;0.0;91.0;33.0
MONTE ALEGRE DO SUL;325.0;231.0;45.0;0.0;1997.0;600.0;875.0;640.0;107.0;0.0;5245.0;1632.0;3.0;1.0;1.0;0.0;16.0;5.0
MONTE ALTO;1482.0;1087.0;75.0;0.0;11283.0;3976.0;4130.0;2907.0;200.0;0.0;29287.0;10489.0;8.0;7.0;1.0;0.0;71.0;21.0
MONTE APRAZIVEL;1279.0;461.0;0.0;0.0;5470.0;1420.0;3322.0;1232.0;0.0;0.0;13941.0;3689.0;7.0;3.0;0.0;0.0;27.0;9.0
MONTE AZUL PAULISTA;726.0;387.0;225.0;0.0;3252.0;2117.0;2050.0;1093.0;606.0;0.0;8495.0;5703.0;4.0;2.0;1.0;0.0;22.0;11.0
MONTE CASTELO;0.0;0.0;0.0;0.0;446.0;1122.0;0.0;0.0;0.0;0.0;1151.0;2892.0;0.0;0.0;0.0;0.0;4.0;6.0
MONTE MOR;5951.0;2097.0;0.0;0.0;7739.0;6413.0;17778.0;6033.0;0.0;0.0;21500.0;18740.0;27.0;10.0;0.0;0.0;40.0;28.0
MONTEIRO LOBATO;0.0;0.0;0.0;0.0;641.0;893.0;0.0;0.0;0.0;0.0;1636.0;2401.0;0.0;0.0;0.0;0.0;7.0;10.0
MORRO AGUDO;2593.0;819.0;0.0;0.0;4167.0;2229.0;7201.0;2381.0;0.0;0.0;11537.0;6129.0;14.0;4.0;0.0;0.0;23.0;11.0
MORUNGABA;932.0;814.0;0.0;0.0;1860.0;1000.0;2672.0;2301.0;0.0;0.0;5183.0;2921.0;5.0;5.0;0.0;0.0;12.0;4.0
MOTUCA;0.0;37.0;0.0;0.0;462.0;783.0;0.0;100.0;0.0;0.0;1290.0;2263.0;0.0;1.0;0.0;0.0;4.0;4.0
MURUTINGA DO SUL;160.0;0.0;0.0;0.0;817.0;503.0;419.0;0.0;0.0;0.0;2047.0;1246.0;1.0;0.0;0.0;0.0;4.0;4.0
NANTES;159.0;0.0;0.0;0.0;167.0;653.0;401.0;0.0;0.0;0.0;457.0;1659.0;1.0;0.0;0.0;0.0;2.0;3.0
NARANDIBA;643.0;66.0;0.0;0.0;765.0;530.0;1864.0;190.0;0.0;0.0;2184.0;1336.0;4.0;1.0;0.0;0.0;7.0;3.0
NATIVIDADE DA SERRA;994.0;0.0;0.0;0.0;367.0;1398.0;2507.0;0.0;0.0;0.0;910.0;3390.0;7.0;0.0;0.0;0.0;3.0;15.0
NAZARE PAULISTA;1692.0;626.0;0.0;0.0;841.0;3202.0;4790.0;1690.0;0.0;0.0;2258.0;8481.0;13.0;4.0;0.0;0.0;8.0;35.0
NEVES PAULISTA;0.0;0.0;0.0;0.0;2548.0;1118.0;0.0;0.0;0.0;0.0;6590.0;2949.0;0.0;0.0;0.0;0.0;12.0;7.0
NHANDEARA;136.0;210.0;0.0;0.0;2321.0;1286.0;393.0;564.0;0.0;0.0;5561.0;3067.0;1.0;2.0;0.0;0.0;12.0;5.0
NIPOA;243.0;0.0;0.0;0.0;397.0;1121.0;637.0;0.0;0.0;0.0;1081.0;3030.0;1.0;0.0;0.0;0.0;2.0;6.0
NOVA ALIANCA;0.0;328.0;0.0;0.0;1508.0;600.0;0.0;879.0;0.0;0.0;4050.0;1588.0;0.0;1.0;0.0;0.0;8.0;3.0
NOVA CAMPINA;1774.0;341.0;177.0;0.0;0.0;557.0;5205.0;1020.0;498.0;0.0;0.0;1577.0;14.0;2.0;1.0;0.0;0.0;6.0
NOVA CANAA PAULISTA;44.0;0.0;0.0;0.0;217.0;544.0;125.0;0.0;0.0;0.0;524.0;1345.0;1.0;0.0;0.0;0.0;3.0;5.0
NOVA CASTILHO;0.0;0.0;0.0;0.0;214.0;123.0;0.0;0.0;0.0;0.0;546.0;350.0;0.0;0.0;0.0;0.0;2.0;1.0
NOVA EUROPA;1135.0;0.0;0.0;0.0;1211.0;976.0;3227.0;0.0;0.0;0.0;3224.0;2705.0;7.0;0.0;0.0;0.0;7.0;6.0
NOVA GRANADA;964.0;135.0;0.0;0.0;2911.0;3100.0;2711.0;405.0;0.0;0.0;7656.0;8139.0;6.0;1.0;0.0;0.0;21.0;21.0
NOVA GUATAPORANGA;220.0;0.0;0.0;0.0;85.0;529.0;539.0;0.0;0.0;0.0;221.0;1313.0;1.0;0.0;0.0;0.0;2.0;3.0
NOVA INDEPENDENCIA;282.0;332.0;0.0;0.0;284.0;519.0;799.0;922.0;0.0;0.0;804.0;1355.0;2.0;2.0;0.0;0.0;2.0;3.0
NOVA LUZITANIA;95.0;0.0;0.0;0.0;300.0;663.0;250.0;0.0;0.0;0.0;737.0;1657.0;1.0;0.0;0.0;0.0;1.0;4.0
NOVA ODESSA;267.0;5848.0;570.0;0.0;14885.0;455.0;735.0;16118.0;1776.0;0.0;41442.0;1331.0;2.0;33.0;4.0;0.0;97.0;3.0
NOVAIS;540.0;0.0;0.0;0.0;486.0;550.0;1477.0;0.0;0.0;0.0;1407.0;1482.0;3.0;0.0;0.0;0.0;3.0;4.0
NOVO HORIZONTE;2495.0;1146.0;107.0;0.0;7145.0;3639.0;6519.0;3121.0;291.0;0.0;18411.0;9350.0;13.0;6.0;1.0;0.0;42.0;25.0
NUPORANGA;0.0;106.0;0.0;0.0;2137.0;360.0;0.0;310.0;0.0;0.0;5866.0;958.0;0.0;1.0;0.0;0.0;15.0;2.0
OCAUCU;802.0;0.0;0.0;0.0;559.0;237.0;2221.0;0.0;0.0;0.0;1443.0;605.0;6.0;0.0;0.0;0.0;3.0;3.0
OLEO;362.0;0.0;0.0;0.0;462.0;64.0;953.0;0.0;0.0;0.0;1188.0;141.0;3.0;0.0;0.0;0.0;5.0;1.0
OLIMPIA;4334.0;1545.0;581.0;0.0;11478.0;2219.0;12321.0;4337.0;1493.0;0.0;30147.0;5906.0;20.0;8.0;3.0;0.0;57.0;13.0
ONDA VERDE;0.0;279.0;0.0;0.0;394.0;1030.0;0.0;783.0;0.0;0.0;1067.0;2916.0;0.0;1.0;0.0;0.0;5.0;6.0
ORIENTE;248.0;0.0;0.0;0.0;1219.0;609.0;666.0;0.0;0.0;0.0;3332.0;1724.0;1.0;0.0;0.0;0.0;6.0;4.0
ORINDIUVA;343.0;319.0;0.0;0.0;1069.0;367.0;981.0;917.0;0.0;0.0;2998.0;1052.0;2.0;2.0;0.0;0.0;7.0;3.0
ORLANDIA;1670.0;926.0;0.0;0.0;7993.0;2888.0;4965.0;2666.0;0.0;0.0;21881.0;8501.0;9.0;4.0;0.0;0.0;41.0;17.0
OSASCO;24260.0;47252.0;15887.0;31297.0;125650.0;16357.0;70637.0;127824.0;41382.0;95953.0;340654.0;46895.0;129.0;249.0;91.0;196.0;698.0;90.0
OSCAR BRESSANE;575.0;0.0;0.0;0.0;0.0;227.0;1534.0;0.0;0.0;0.0;0.0;516.0;3.0;0.0;0.0;0.0;0.0;1.0
OSVALDO CRUZ;1196.0;1127.0;76.0;0.0;5843.0;3273.0;3218.0;2917.0;216.0;0.0;14734.0;8239.0;5.0;7.0;1.0;0.0;31.0;18.0
OURINHOS;7249.0;3940.0;1139.0;0.0;19116.0;6285.0;21243.0;10338.0;2924.0;0.0;50447.0;17891.0;51.0;28.0;9.0;0.0;148.0;43.0
OURO VERDE;812.0;266.0;0.0;0.0;180.0;1578.0;2184.0;753.0;0.0;0.0;465.0;4144.0;5.0;1.0;0.0;0.0;3.0;11.0
OUROESTE;830.0;317.0;0.0;0.0;1494.0;1389.0;2102.0;882.0;0.0;0.0;3888.0;3374.0;5.0;2.0;0.0;0.0;11.0;8.0
PACAEMBU;87.0;0.0;0.0;0.0;2329.0;1243.0;227.0;0.0;0.0;0.0;5848.0;3231.0;1.0;0.0;0.0;0.0;11.0;8.0
PALESTINA;890.0;419.0;0.0;0.0;1292.0;1771.0;2358.0;1179.0;0.0;0.0;3174.0;4510.0;6.0;4.0;0.0;0.0;9.0;14.0
PALMARES PAULISTA;2015.0;173.0;0.0;0.0;971.0;242.0;5653.0;505.0;0.0;0.0;2685.0;700.0;11.0;1.0;0.0;0.0;5.0;2.0
PALMEIRA D'OESTE;673.0;252.0;0.0;0.0;1144.0;1409.0;1848.0;605.0;0.0;0.0;2826.0;3451.0;4.0;2.0;0.0;0.0;12.0;11.0
PALMITAL;592.0;197.0;0.0;0.0;4585.0;1745.0;1671.0;546.0;0.0;0.0;11861.0;4802.0;3.0;1.0;0.0;0.0;22.0;10.0
PANORAMA;1917.0;488.0;0.0;0.0;1255.0;1802.0;5328.0;1376.0;0.0;0.0;3262.0;4903.0;9.0;3.0;0.0;0.0;10.0;10.0
PARAGUACU PAULISTA;3013.0;893.0;0.0;0.0;7098.0;3608.0;8756.0;2311.0;0.0;0.0;18509.0;9688.0;14.0;6.0;0.0;0.0;39.0;23.0
PARAIBUNA;1316.0;156.0;0.0;0.0;2053.0;2821.0;3723.0;358.0;0.0;0.0;5394.0;7453.0;9.0;1.0;0.0;0.0;18.0;25.0
PARAISO;152.0;0.0;0.0;0.0;1232.0;884.0;432.0;0.0;0.0;0.0;3332.0;2335.0;1.0;0.0;0.0;0.0;7.0;6.0
PARANAPANEMA;2026.0;1205.0;198.0;0.0;1637.0;1560.0;6067.0;3271.0;523.0;0.0;4719.0;4172.0;15.0;9.0;3.0;0.0;10.0;13.0
PARANAPUA;392.0;293.0;0.0;0.0;300.0;529.0;1076.0;779.0;0.0;0.0;782.0;1330.0;2.0;2.0;0.0;0.0;3.0;2.0
PARAPUA;926.0;0.0;0.0;0.0;1067.0;1862.0;2409.0;0.0;0.0;0.0;2633.0;4830.0;7.0;0.0;0.0;0.0;9.0;14.0
PARDINHO;709.0;248.0;141.0;0.0;595.0;751.0;2024.0;702.0;333.0;0.0;1703.0;2184.0;4.0;2.0;1.0;0.0;7.0;5.0
PARIQUERA-ACU;831.0;392.0;313.0;0.0;1348.0;3720.0;2365.0;1135.0;766.0;0.0;3520.0;10632.0;5.0;2.0;1.0;0.0;7.0;20.0
PARISI;255.0;0.0;0.0;0.0;139.0;714.0;721.0;0.0;0.0;0.0;392.0;1777.0;1.0;0.0;0.0;0.0;1.0;2.0
PATROCINIO PAULISTA;1193.0;743.0;0.0;0.0;1665.0;1359.0;3445.0;2114.0;0.0;0.0;4607.0;4121.0;7.0;5.0;0.0;0.0;12.0;9.0
PAULICEIA;1755.0;235.0;0.0;0.0;508.0;250.0;4893.0;638.0;0.0;0.0;1307.0;640.0;13.0;3.0;0.0;0.0;4.0;2.0
PAULINIA;1271.0;6401.0;7599.0;0.0;20849.0;1596.0;3880.0;18223.0;22530.0;0.0;59852.0;5156.0;4.0;32.0;40.0;0.0;99.0;7.0
PAULISTANIA;225.0;0.0;0.0;0.0;178.0;327.0;678.0;0.0;0.0;0.0;481.0;829.0;2.0;0.0;0.0;0.0;2.0;2.0
PAULO DE FARIA;699.0;0.0;0.0;0.0;466.0;1714.0;1786.0;0.0;0.0;0.0;1088.0;4206.0;5.0;0.0;0.0;0.0;4.0;10.0
PEDERNEIRAS;2374.0;1135.0;0.0;58.0;8634.0;3182.0;7128.0;3237.0;0.0;152.0;23956.0;9544.0;12.0;6.0;0.0;1.0;50.0;19.0
PEDRA BELA;0.0;192.0;0.0;0.0;336.0;1934.0;0.0;518.0;0.0;0.0;880.0;5128.0;0.0;1.0;0.0;0.0;3.0;17.0
PEDRANOPOLIS;0.0;0.0;0.0;0.0;647.0;365.0;0.0;0.0;0.0;0.0;1667.0;964.0;0.0;0.0;0.0;0.0;5.0;4.0
PEDREGULHO;1119.0;37.0;0.0;0.0;1663.0;2738.0;3243.0;93.0;0.0;0.0;4417.0;7695.0;7.0;1.0;0.0;0.0;15.0;18.0
PEDREIRA;3476.0;2423.0;114.0;0.0;7068.0;2529.0;9943.0;6420.0;324.0;0.0;18865.0;7066.0;15.0;13.0;1.0;0.0;41.0;13.0
PEDRINHAS PAULISTA;310.0;0.0;0.0;0.0;753.0;0.0;814.0;0.0;0.0;0.0;1987.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0
PEDRO DE TOLEDO;789.0;0.0;0.0;0.0;636.0;2358.0;2312.0;0.0;0.0;0.0;1674.0;6891.0;6.0;0.0;0.0;0.0;4.0;17.0
PENAPOLIS;2454.0;2522.0;312.0;0.0;12745.0;5029.0;7375.0;6804.0;852.0;0.0;32771.0;13223.0;13.0;13.0;2.0;0.0;68.0;28.0
PEREIRA BARRETO;905.0;673.0;0.0;0.0;3595.0;3876.0;2568.0;1745.0;0.0;0.0;9026.0;10249.0;5.0;3.0;0.0;0.0;20.0;18.0
PEREIRAS;635.0;0.0;0.0;0.0;1096.0;1283.0;1920.0;0.0;0.0;0.0;2938.0;3593.0;4.0;0.0;0.0;0.0;7.0;11.0
PERUIBE;6090.0;975.0;131.0;87.0;12103.0;5191.0;17843.0;2699.0;349.0;277.0;31084.0;14503.0;30.0;5.0;2.0;1.0;94.0;29.0
PIACATU;430.0;0.0;0.0;0.0;291.0;1299.0;1234.0;0.0;0.0;0.0;719.0;3397.0;3.0;0.0;0.0;0.0;3.0;8.0
PIEDADE;3386.0;542.0;0.0;0.0;7237.0;7650.0;9646.0;1448.0;0.0;0.0;19924.0;21168.0;20.0;3.0;0.0;0.0;51.0;62.0
PILAR DO SUL;2286.0;68.0;0.0;0.0;4277.0;2931.0;6830.0;198.0;0.0;0.0;12117.0;8365.0;10.0;1.0;0.0;0.0;24.0;20.0
PINDAMONHANGABA;9954.0;8783.0;2080.0;48.0;32265.0;4481.0;31057.0;23960.0;5941.0;148.0;89135.0;13685.0;53.0;46.0;12.0;1.0;194.0;31.0
PINDORAMA;189.0;297.0;0.0;0.0;3060.0;1815.0;487.0;832.0;0.0;0.0;7973.0;4934.0;1.0;2.0;0.0;0.0;21.0;11.0
PINHALZINHO;1075.0;647.0;0.0;0.0;2579.0;1112.0;2935.0;1720.0;0.0;0.0;6995.0;2899.0;8.0;4.0;0.0;0.0;25.0;11.0
PIQUEROBI;114.0;0.0;0.0;0.0;261.0;860.0;320.0;0.0;0.0;0.0;660.0;2138.0;1.0;0.0;0.0;0.0;2.0;4.0
PIQUETE;0.0;158.0;0.0;0.0;3425.0;893.0;0.0;398.0;0.0;0.0;9191.0;2589.0;0.0;1.0;0.0;0.0;21.0;7.0
PIRACAIA;1515.0;528.0;0.0;0.0;3943.0;3051.0;4381.0;1426.0;0.0;0.0;10505.0;8285.0;10.0;4.0;0.0;0.0;26.0;23.0
PIRACICABA;15715.0;32029.0;11066.0;3424.0;82719.0;9383.0;47140.0;81278.0;28197.0;9633.0;222635.0;28080.0;73.0;150.0;64.0;19.0;448.0;55.0
PIRAJU;1148.0;1530.0;0.0;0.0;5291.0;2898.0;3148.0;3916.0;0.0;0.0;13731.0;8085.0;6.0;8.0;0.0;0.0;30.0;16.0
PIRAJUI;1891.0;507.0;0.0;0.0;3640.0;1275.0;5011.0;1309.0;0.0;0.0;9070.0;3253.0;8.0;3.0;0.0;0.0;19.0;8.0
PIRANGI;169.0;456.0;0.0;0.0;1979.0;1390.0;521.0;1248.0;0.0;0.0;5201.0;3782.0;1.0;2.0;0.0;0.0;12.0;8.0
PIRAPORA DO BOM JESUS;2898.0;407.0;0.0;901.0;781.0;1043.0;8716.0;1234.0;0.0;2972.0;2085.0;3101.0;11.0;3.0;0.0;6.0;4.0;6.0
PIRAPOZINHO;681.0;492.0;0.0;0.0;6080.0;1927.0;1966.0;1412.0;0.0;0.0;16514.0;5245.0;3.0;3.0;0.0;0.0;29.0;10.0
PIRASSUNUNGA;3645.0;2894.0;856.0;0.0;16403.0;3164.0;10478.0;7377.0;2302.0;0.0;42100.0;9271.0;16.0;15.0;4.0;0.0;80.0;16.0
PIRATININGA;0.0;0.0;697.0;0.0;3611.0;777.0;0.0;0.0;2122.0;0.0;10154.0;2273.0;0.0;0.0;3.0;0.0;18.0;5.0
PITANGUEIRAS;3988.0;816.0;0.0;0.0;4751.0;2300.0;11720.0;2213.0;0.0;0.0;13050.0;6499.0;22.0;4.0;0.0;0.0;28.0;14.0
PLANALTO;482.0;0.0;0.0;0.0;150.0;1013.0;1319.0;0.0;0.0;0.0;367.0;2700.0;3.0;0.0;0.0;0.0;1.0;7.0
PLATINA;305.0;0.0;0.0;0.0;119.0;660.0;826.0;0.0;0.0;0.0;285.0;1774.0;2.0;0.0;0.0;0.0;2.0;4.0
POA;4889.0;5408.0;0.0;665.0;20114.0;4212.0;14713.0;15566.0;0.0;2003.0;58700.0;12344.0;27.0;30.0;0.0;6.0;123.0;25.0
POLONI;197.0;216.0;0.0;0.0;725.0;1015.0;472.0;601.0;0.0;0.0;1900.0;2558.0;1.0;1.0;0.0;0.0;5.0;5.0
POMPEIA;954.0;765.0;53.0;0.0;4981.0;450.0;2740.0;2132.0;160.0;0.0;13657.0;1195.0;7.0;4.0;1.0;0.0;28.0;3.0
PONGAI;0.0;0.0;0.0;0.0;780.0;576.0;0.0;0.0;0.0;0.0;1859.0;1520.0;0.0;0.0;0.0;0.0;6.0;5.0
PONTAL;6174.0;1165.0;0.0;0.0;3820.0;1834.0;17652.0;3204.0;0.0;0.0;10490.0;5299.0;31.0;7.0;0.0;0.0;21.0;10.0
PONTALINDA;676.0;0.0;0.0;0.0;103.0;718.0;1779.0;0.0;0.0;0.0;260.0;1942.0;5.0;0.0;0.0;0.0;1.0;5.0
PONTES GESTAL;667.0;0.0;0.0;0.0;197.0;0.0;1647.0;0.0;0.0;0.0;495.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0
POPULINA;0.0;0.0;0.0;0.0;284.0;1281.0;0.0;0.0;0.0;0.0;701.0;3276.0;0.0;0.0;0.0;0.0;3.0;9.0
PORANGABA;628.0;255.0;66.0;0.0;1829.0;1039.0;1763.0;662.0;174.0;0.0;4706.0;2899.0;6.0;1.0;1.0;0.0;17.0;7.0
PORTO FELIZ;2819.0;2778.0;429.0;0.0;9550.0;2705.0;8643.0;7613.0;1242.0;0.0;27962.0;8464.0;17.0;12.0;3.0;0.0;41.0;13.0
PORTO FERREIRA;3576.0;536.0;119.0;375.0;11970.0;2231.0;10534.0;1419.0;337.0;1234.0;31962.0;6420.0;12.0;2.0;1.0;2.0;53.0;11.0
POTIM;2972.0;343.0;0.0;0.0;455.0;1893.0;8955.0;1060.0;0.0;0.0;1326.0;5906.0;15.0;2.0;0.0;0.0;2.0;9.0
POTIRENDABA;2083.0;745.0;0.0;0.0;3111.0;721.0;5865.0;1996.0;0.0;0.0;8275.0;1897.0;11.0;5.0;0.0;0.0;20.0;5.0
PRACINHA;0.0;0.0;0.0;0.0;0.0;539.0;0.0;0.0;0.0;0.0;0.0;1419.0;0.0;0.0;0.0;0.0;0.0;3.0
PRADOPOLIS;799.0;450.0;0.0;0.0;2991.0;1588.0;2451.0;1442.0;0.0;0.0;8365.0;4698.0;5.0;3.0;0.0;0.0;18.0;7.0
PRAIA GRANDE;23343.0;14662.0;4334.0;6962.0;71720.0;7856.0;69678.0;40299.0;10604.0;21242.0;181158.0;22889.0;107.0;85.0;44.0;49.0;586.0;45.0
PRATANIA;1015.0;165.0;0.0;0.0;122.0;448.0;3001.0;467.0;0.0;0.0;350.0;1308.0;6.0;1.0;0.0;0.0;1.0;4.0
PRESIDENTE ALVES;0.0;94.0;0.0;0.0;417.0;851.0;0.0;267.0;0.0;0.0;1091.0;2211.0;0.0;1.0;0.0;0.0;3.0;5.0
PRESIDENTE BERNARDES;587.0;0.0;0.0;0.0;2488.0;1470.0;1616.0;0.0;0.0;0.0;6353.0;3828.0;3.0;0.0;0.0;0.0;16.0;11.0
PRESIDENTE EPITACIO;3190.0;1384.0;150.0;0.0;4823.0;5102.0;8567.0;3662.0;438.0;0.0;12370.0;13330.0;16.0;5.0;1.0;0.0;23.0;26.0
PRESIDENTE PRUDENTE;9681.0;14907.0;4511.0;0.0;47271.0;8692.0;27421.0;36249.0;12011.0;0.0;123970.0;23594.0;40.0;67.0;25.0;0.0;220.0;40.0
PRESIDENTE VENCESLAU;1903.0;313.0;405.0;0.0;6746.0;4289.0;4935.0;740.0;1052.0;0.0;16743.0;10754.0;7.0;2.0;3.0;0.0;34.0;21.0
PROMISSAO;2880.0;1374.0;0.0;0.0;6357.0;2174.0;8249.0;3822.0;0.0;0.0;16744.0;6001.0;14.0;8.0;0.0;0.0;36.0;13.0
