instituicao;municipio;uf;populacao;coluna;conta;identificador da conta;receita_anual
Prefeitura Municipal de Bento de Abreu - SP;BENTO DE ABREU;SP;3028;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36204909.29
Prefeitura Municipal de Quatï¿½ - SP;QUATA;SP;14309;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;99514074.37
Prefeitura Municipal de Saltinho - SP;SALTINHO;SP;8498;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;53997548.55
Prefeitura Municipal de Vista Alegre do Alto - SP;VISTA ALEGRE DO ALTO;SP;9163;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;60038985.2
Prefeitura Municipal de Santa Mercedes - SP;SANTA MERCEDES;SP;2947;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;28230399.55
Prefeitura Municipal de Gaviï¿½o Peixoto - SP;GAVIAO PEIXOTO;SP;4841;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;92188654.58
Prefeitura Municipal de Santa Fï¿½ do Sul - SP;SANTA FE DO SUL;SP;32796;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;294887269.31
Prefeitura Municipal de Ibitinga - SP;IBITINGA;SP;61150;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;271812624.47
Prefeitura Municipal de Balbinos - SP;BALBINOS;SP;6127;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;25763162.54
Prefeitura Municipal de Ribeirï¿½o Corrente - SP;RIBEIRAO CORRENTE;SP;4786;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;44828948.12
Prefeitura Municipal de Holambra - SP;HOLAMBRA;SP;15605;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;141468595.12
Prefeitura Municipal de Rifaina - SP;RIFAINA;SP;3651;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;52416217.35
Prefeitura Municipal de Marinï¿½polis - SP;MARINOPOLIS;SP;2101;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;27558777.02
Prefeitura Municipal de Tupï¿½ - SP;TUPA;SP;65615;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;284961127.09
Prefeitura Municipal de Cï¿½ssia dos Coqueiros - SP;CASSIA DOS COQUEIROS;SP;2488;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31262251.57
Prefeitura Municipal de Barra do Chapï¿½u - SP;BARRA DO CHAPEU;SP;5794;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40993678.54
Prefeitura Municipal de Laranjal Paulista - SP;LARANJAL PAULISTA;SP;29047;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;161122522.89
Prefeitura Municipal de Inï¿½bia Paulista - SP;INUBIA PAULISTA;SP;4045;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;28897317.36
Prefeitura Municipal de Santa Ernestina - SP;SANTA ERNESTINA;SP;5577;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;33952558.97
Prefeitura Municipal de Borï¿½ - SP;BORA;SP;839;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;22960849.95
Prefeitura Municipal de Teodoro Sampaio - SP;TEODORO SAMPAIO;SP;23395;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;124451758.9
Prefeitura Municipal de Sandovalina - SP;SANDOVALINA;SP;4405;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;58706557.54
Prefeitura Municipal de Anhumas - SP;ANHUMAS;SP;4172;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37103371.19
Prefeitura Municipal de Guareï¿½ - SP;GUAREI;SP;19244;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;80368851.94
Prefeitura Municipal de Tanabi - SP;TANABI;SP;26231;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;133324643.88
Prefeitura Municipal de Palmital - SP;PALMITAL;SP;22322;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;139338443.27
Prefeitura Municipal de Promissï¿½o - SP;PROMISSAO;SP;41211;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;184266104.79
Prefeitura Municipal de ï¿½guas de Lindï¿½ia - SP;AGUAS DE LINDOIA;SP;18908;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;132786516.59
Prefeitura Municipal de Itaju - SP;ITAJU;SP;3937;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;35780706.34
Prefeitura Municipal de Itapirapuï¿½ Paulista - SP;ITAPIRAPUA PAULISTA;SP;4294;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34848198.39
Prefeitura Municipal de Iracemï¿½polis - SP;IRACEMAPOLIS;SP;24982;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;141433360.31
Prefeitura Municipal de ï¿½guas de Santa Bï¿½rbara - SP;AGUAS DE SANTA BARBARA;SP;6142;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;58294833.6
Prefeitura Municipal de Pederneiras - SP;PEDERNEIRAS;SP;47523;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;246392985.42
Prefeitura Municipal de Santa Clara d'Oeste - SP;SANTA CLARA D'OESTE;SP;2111;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37252806.32
Prefeitura Municipal de Lutï¿½cia - SP;LUTECIA;SP;2623;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;35011807.46
Prefeitura Municipal de Sï¿½o Joaquim da Barra - SP;SAO JOAQUIM DA BARRA;SP;52737;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;254293043.96
Prefeitura Municipal de Vera Cruz - SP;VERA CRUZ;SP;10804;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;54832430.89
Prefeitura Municipal de Ipaussu - SP;IPAUSSU;SP;15165;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;95283179.1
Prefeitura Municipal de Jaci - SP;JACI;SP;7322;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;51758652.37
Prefeitura Municipal de Ribeirï¿½o Preto - SP;RIBEIRAO PRETO;SP;720116;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;4111828964.42
Prefeitura Municipal de Lavï¿½nia - SP;LAVINIA;SP;12581;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;60322095.42
Prefeitura Municipal de Sï¿½o Francisco - SP;SAO FRANCISCO;SP;2813;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;29219970.77
Prefeitura Municipal de Coronel Macedo - SP;CORONEL MACEDO;SP;4591;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;44903792.73
Prefeitura Municipal de Bofete - SP;BOFETE;SP;12107;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;71544204.06
Prefeitura Municipal de Espï¿½rito Santo do Turvo - SP;ESPIRITO SANTO DO TURVO;SP;4926;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37229170.69
Prefeitura Municipal de Rubinï¿½ia - SP;RUBINEIA;SP;3191;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;45677551.16
Prefeitura Municipal de Santa Albertina - SP;SANTA ALBERTINA;SP;6036;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;58879812.79
Prefeitura Municipal de Alto Alegre - SP;ALTO ALEGRE;SP;4078;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;38234150.79
Prefeitura Municipal de Barra Bonita - SP;BARRA BONITA;SP;36125;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;215774920.36
Prefeitura Municipal de Arandu - SP;ARANDU;SP;6373;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;64342929.79
Prefeitura Municipal de Uchoa - SP;UCHOA;SP;10191;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;69491436.4
Prefeitura Municipal de Piquerobi - SP;PIQUEROBI;SP;3706;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36575376.19
Prefeitura Municipal de Valentim Gentil - SP;VALENTIM GENTIL;SP;13732;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;82125982.11
Prefeitura Municipal de Taboï¿½o da Serra - SP;TABOAO DA SERRA;SP;297528;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1170744322.54
Prefeitura Municipal de Iacri - SP;IACRI;SP;6269;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40986258.2
Prefeitura Municipal de Presidente Prudente - SP;PRESIDENTE PRUDENTE;SP;231953;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1065516919.35
Prefeitura Municipal de Itapeva - SP;ITAPEVA;SP;95241;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;536284840.44
Prefeitura Municipal de Sagres - SP;SAGRES;SP;2427;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;27073452.76
Prefeitura Municipal de Alfredo Marcondes - SP;ALFREDO MARCONDES;SP;4201;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34058191.48
Prefeitura Municipal de Viradouro - SP;VIRADOURO;SP;19133;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;110360757.31
Prefeitura Municipal de Pompï¿½ia - SP;POMPEIA;SP;22326;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;163176082.11
Prefeitura Municipal de Flï¿½rida Paulista - SP;FLORIDA PAULISTA;SP;14936;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;61562231.85
Prefeitura Municipal de Poloni - SP;POLONI;SP;6166;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39333638.65
Prefeitura Municipal de Parapuï¿½ - SP;PARAPUA;SP;10934;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;64131641.59
Prefeitura Municipal de Santï¿½polis do Aguapeï¿½ - SP;SANTOPOLIS DO AGUAPEI;SP;4856;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40427582.19
Prefeitura Municipal de Ourinhos - SP;OURINHOS;SP;115139;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;675049538.4
Prefeitura Municipal de Dirce Reis - SP;DIRCE REIS;SP;1805;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;28156638.48
Prefeitura Municipal de Bebedouro - SP;BEBEDOURO;SP;77612;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;431640887.55
Prefeitura Municipal de Mariï¿½polis - SP;MARIAPOLIS;SP;4098;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;28575337.48
Prefeitura Municipal de Praia Grande - SP;PRAIA GRANDE;SP;336454;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;2315923274.89
Prefeitura Municipal de Floreal - SP;FLOREAL;SP;2884;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;35229454.68
Prefeitura Municipal de Rinï¿½polis - SP;RINOPOLIS;SP;9940;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;55748895.91
Prefeitura Municipal de Braï¿½na - SP;BRAUNA;SP;5795;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;38226530.43
Prefeitura Municipal de ï¿½lvares Machado - SP;ALVARES MACHADO;SP;25078;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;117339917.67
Prefeitura Municipal de Bernardino de Campos - SP;BERNARDINO DE CAMPOS;SP;11168;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;67332336.41
Prefeitura Municipal de Itaquaquecetuba - SP;ITAQUAQUECETUBA;SP;379082;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1207081838.37
Prefeitura Municipal de Andradina - SP;ANDRADINA;SP;57245;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;282771653.95
Prefeitura Municipal de Guaratinguetï¿½ - SP;GUARATINGUETA;SP;123192;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;517877631.25
Prefeitura Municipal de Juquiï¿½ - SP;JUQUIA;SP;18627;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;96305786.11
Prefeitura Municipal de Pitangueiras - SP;PITANGUEIRAS;SP;40430;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;211419819.28
Prefeitura Municipal de Riolï¿½ndia - SP;RIOLANDIA;SP;12856;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;74543699.92
Prefeitura Municipal de Barra do Turvo - SP;BARRA DO TURVO;SP;7606;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;57293332.18
Prefeitura Municipal de Jundiaï¿½ - SP;JUNDIAI;SP;426935;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;3664002453.68
Prefeitura Municipal de Igaratï¿½ - SP;IGARATA;SP;9631;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;78608138.44
Prefeitura Municipal de Ribeirï¿½o do Sul - SP;RIBEIRAO DO SUL;SP;4537;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;38763114.44
Prefeitura Municipal de Sales Oliveira - SP;SALES OLIVEIRA;SP;12103;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;78220351.61
Prefeitura Municipal de Macedï¿½nia - SP;MACEDONIA;SP;3686;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;35180699.04
Prefeitura Municipal de Sï¿½o Luï¿½s do Paraitinga - SP;SAO LUIZ DO PARAITINGA;SP;10693;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;65140609.34
Prefeitura Municipal de Caraguatatuba - SP;CARAGUATATUBA;SP;125194;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1273022737.0
Prefeitura Municipal de Jumirim - SP;JUMIRIM;SP;3467;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40554333.39
Prefeitura Municipal de Platina - SP;PLATINA;SP;3606;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;38685426.28
Prefeitura Municipal de Salmourï¿½o - SP;SALMOURAO;SP;5372;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;30392264.45
Prefeitura Municipal de Caieiras - SP;CAIEIRAS;SP;104044;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;503213777.57
Prefeitura Municipal de Riversul - SP;RIVERSUL;SP;5364;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37322619.3
Prefeitura Municipal de Salto - SP;SALTO;SP;120779;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;615165606.53
Prefeitura Municipal de Iaras - SP;IARAS;SP;9786;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;49029807.2
Prefeitura Municipal de Avaï¿½ - SP;AVAI;SP;5467;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;45749943.24
Prefeitura Municipal de Atibaia - SP;ATIBAIA;SP;145378;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1020275552.15
Prefeitura Municipal de Sï¿½o Vicente - SP;SAO VICENTE;SP;370839;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1607109368.48
Prefeitura Municipal de Tietï¿½ - SP;TIETE;SP;42946;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;237535629.23
Prefeitura Municipal de Areiï¿½polis - SP;AREIOPOLIS;SP;11186;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;52486238.59
Prefeitura Municipal de Itaï¿½ - SP;ITAI;SP;27632;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;191169562.85
Prefeitura Municipal de Quadra - SP;QUADRA;SP;3902;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37724877.32
Prefeitura Municipal de Cerqueira Cï¿½sar - SP;CERQUEIRA CESAR;SP;20391;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;128994944.43
Prefeitura Municipal de Timburi - SP;TIMBURI;SP;2647;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;33750208.89
Prefeitura Municipal de Presidente Bernardes - SP;PRESIDENTE BERNARDES;SP;12943;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;77273589.95
Prefeitura Municipal de Sï¿½o Bernardo do Campo - SP;SAO BERNARDO DO CAMPO;SP;849874;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;5829729944.43
Prefeitura Municipal de Eldorado - SP;ELDORADO;SP;15592;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;83890657.4
Prefeitura Municipal de Tupi Paulista - SP;TUPI PAULISTA;SP;15670;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;78982092.57
Prefeitura Municipal de Ribeirï¿½o Pires - SP;RIBEIRAO PIRES;SP;125238;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;530684339.47
Prefeitura Municipal de Sï¿½o Lourenï¿½o da Serra - SP;SAO LOURENCO DA SERRA;SP;16127;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;76624513.65
Prefeitura Municipal de Guataparï¿½ - SP;GUATAPARA;SP;7760;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;55090888.3
Prefeitura Municipal de Sï¿½o Sebastiï¿½o - SP;SAO SEBASTIAO;SP;91637;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1288562664.03
Prefeitura Municipal de Dois Cï¿½rregos - SP;DOIS CORREGOS;SP;27704;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;141117485.72
Prefeitura Municipal de Fartura - SP;FARTURA;SP;16102;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;93826150.93
Prefeitura Municipal de Bilac - SP;BILAC;SP;8197;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;57049211.67
Prefeitura Municipal de Itapevi - SP;ITAPEVI;SP;244131;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1208954426.81
Prefeitura Municipal de Carapicuï¿½ba - SP;CARAPICUIBA;SP;405375;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;933328581.05
Prefeitura Municipal de Votuporanga - SP;VOTUPORANGA;SP;96106;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;526447025.25
Prefeitura Municipal de Tejupï¿½ - SP;TEJUPA;SP;4452;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;41638965.72
Prefeitura Municipal de Campos Novos Paulista - SP;CAMPOS NOVOS PAULISTA;SP;5028;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;45418109.52
Prefeitura Municipal de Jacareï¿½ - SP;JACAREI;SP;237119;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1442704827.86
Prefeitura Municipal de Paraguaï¿½u Paulista - SP;PARAGUACU PAULISTA;SP;46180;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;275636281.83
Prefeitura Municipal de Sï¿½o Pedro do Turvo - SP;SAO PEDRO DO TURVO;SP;7724;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;61642789.25
Prefeitura Municipal de Penï¿½polis - SP;PENAPOLIS;SP;64098;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;329017423.32
Prefeitura Municipal de Ibirarema - SP;IBIRAREMA;SP;7926;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;49138465.09
Prefeitura Municipal de Nova Campina - SP;NOVA CAMPINA;SP;9962;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;56171751.32
Prefeitura Municipal de Vï¿½rzea Paulista - SP;VARZEA PAULISTA;SP;124269;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;443760708.76
Prefeitura Municipal de Coroados - SP;COROADOS;SP;6197;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;42936757.01
Prefeitura Municipal de Vitï¿½ria Brasil - SP;VITORIA BRASIL;SP;1852;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;25283194.26
Prefeitura Municipal de Dumont - SP;DUMONT;SP;10174;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;56368459.63
Prefeitura Municipal de Analï¿½ndia - SP;ANALANDIA;SP;5115;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;48193368.16
Prefeitura Municipal de Monte Mor - SP;MONTE MOR;SP;61707;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;407361777.96
Prefeitura Municipal de Borborema - SP;BORBOREMA;SP;16278;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;90664851.58
Prefeitura Municipal de Pacaembu - SP;PACAEMBU;SP;14326;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;66168547.84
Prefeitura Municipal de Ouro Verde - SP;OURO VERDE;SP;8676;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;45339427.81
Prefeitura Municipal de Monte Alegre do Sul - SP;MONTE ALEGRE DO SUL;SP;8181;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;50452985.1
Prefeitura Municipal de Santo Antï¿½nio de Posse - SP;SANTO ANTONIO DE POSSE;SP;23742;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;167838023.75
Prefeitura Municipal de Itariri - SP;ITARIRI;SP;17754;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;79133687.38
Prefeitura Municipal de Macatuba - SP;MACATUBA;SP;17263;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;127275511.45
Prefeitura Municipal de Iguape - SP;IGUAPE;SP;31117;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;190427652.34
